Label,MCstrain,Prey,Light,Fed,Rep,ExptDay,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,FvFm_0,Sigma_0,ETR
CM10YB,1802,CM,10,Y,B,0,hm051819.263,5/18/19,82982,10,3349,4431,4643,1081,1294,0.244,0.279,108.1,0.25,0.34,975,0.29,7502,0.37,15859,--------,-------,3940,8340,0,3431,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3279.4,0.94,0.333,111.6,10.04237526
CM10YB,1802,CM,10,Y,B,0,hm051819.264,5/18/19,83020,15,2978,3841,3994,863,1016,0.225,0.254,106.7,0.25,0.28,875,0.32,5825,0.41,15483,--------,-------,3509,8366,0,3024,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2824.3,0.85,0.333,111.6,13.89058054
CM10YB,1802,CM,10,Y,B,0,hm051819.265,5/18/19,83058,20,2782,3516,3639,734,857,0.209,0.235,107.7,0.25,0.33,969,0.31,7584,0.36,15339,--------,-------,4216,8231,0,2830,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2599.3,0.8,0.333,111.6,17.20374123
CM10YB,1802,CM,10,Y,B,0,hm051819.266,5/18/19,83096,31.8,2693,3310,3416,617,724,0.187,0.212,108.4,0.25,0.23,720,0.34,4830,0.42,16359,--------,-------,3162,8736,0,2740,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2450.8,0.72,0.333,111.6,24.47458555
CM10YB,1802,CM,10,Y,B,0,hm051819.267,5/18/19,83134,43.5,2442,2945,3022,503,580,0.171,0.192,106.1,0.24,0.28,956,0.36,6123,0.35,16075,--------,-------,3852,8178,0,2473,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2187.1,0.66,0.333,111.6,30.61483951
CM10YB,1802,CM,10,Y,B,0,hm051819.268,5/18/19,83171,55.3,2172,2560,2614,388,442,0.152,0.169,99.8,0.3,0.18,648,0.42,4255,0.4,18111,--------,-------,3173,9141,0,2198,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1938.2,0.62,0.333,111.6,34.59515964
CM10YB,1802,CM,10,Y,B,0,hm051819.269,5/18/19,83209,67.1,2199,2558,2606,359,407,0.14,0.156,105.8,0.34,0.3,1268,0.33,6690,0.37,17310,--------,-------,4130,9030,0,2223,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1950.4,0.59,0.333,111.6,38.66314477
CM10YB,1802,CM,10,Y,B,0,hm051819.270,5/18/19,83247,78.8,2197,2529,2570,333,373,0.132,0.145,100.3,0.3,0.27,972,0.44,6102,0.29,19459,--------,-------,4153,8536,0,2215,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1960.3,0.58,0.333,111.6,42.81015187
CM10YB,1802,CM,10,Y,B,0,hm051819.271,5/18/19,83285,90.6,2173,2488,2523,315,350,0.127,0.139,99.2,0.21,0.29,1022,0.29,3919,0.42,13385,--------,-------,2461,7026,0,2184,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1947.9,0.58,0.333,111.6,47.35638454
CM10YB,1802,CM,10,Y,B,0,hm051819.272,5/18/19,83323,102.3,1923,2143,2170,220,247,0.103,0.114,115.2,0.41,0.25,1007,0.33,5200,0.42,22958,--------,-------,3406,11576,0,1948,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1729.3,0.53,0.333,111.6,43.36700981
CM10YB,1802,CM,10,Y,B,0,hm051819.273,5/18/19,83360,114.1,2019,2234,2267,216,248,0.097,0.109,104.4,0.37,0.32,1054,0.38,6291,0.29,19032,--------,-------,3892,8312,0,2037,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1838.7,0.55,0.333,111.6,45.551638
CM10YB,1802,CM,10,Y,B,0,hm051819.274,5/18/19,83398,125.9,1807,2015,2029,208,222,0.103,0.109,87.7,0.25,0.43,1303,0.21,6890,0.36,20018,--------,-------,3145,9237,0,1827,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1647.2,0.57,0.333,111.6,53.37152038
CM10YB,1802,CM,10,Y,B,0,hm051819.275,5/18/19,83436,137.6,1647,1812,1821,165,174,0.091,0.095,106.7,0.41,0.36,1241,0.29,7201,0.35,23378,--------,-------,3891,10647,0,1660,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1501.1,0.53,0.333,111.6,51.53549431
CM10YB,1802,CM,10,Y,B,0,hm051819.276,5/18/19,83474,149.4,1623,1779,1788,156,165,0.088,0.092,101.5,0.31,0.47,1291,0.24,9818,0.29,16711,--------,-------,4180,7873,0,1631,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1486.5,0.53,0.333,111.6,54.11029348
CM10YB,1802,CM,10,Y,B,0,hm051819.277,5/18/19,83512,161.2,1526,1651,1655,125,129,0.076,0.078,100.4,0.38,0.35,1042,0.22,4713,0.43,16723,--------,-------,2454,8580,0,1538,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1405.2,0.51,0.333,111.6,50.42260158
CM10YB,1802,CM,10,Y,B,0,hm051819.278,5/18/19,83550,172.9,1475,1605,1611,130,136,0.081,0.085,101.3,0.3,0.42,1072,0.32,8422,0.26,33962,--------,-------,4268,11840,0,1490,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1360.3,0.53,0.333,111.6,57.64035301
CM10YB,1802,CM,10,Y,B,0,hm051819.279,5/18/19,83587,184.7,1613,1729,1742,117,129,0.067,0.074,108.9,0.43,0.41,1344,0.24,8294,0.35,23786,--------,-------,3893,10930,0,1624,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1494.8,0.5,0.333,111.6,50.93171708
CM10YB,1802,CM,10,Y,B,0,hm051819.280,5/18/19,83625,196.5,1583,1698,1706,116,123,0.068,0.072,102.3,0.38,0.44,1323,0.19,6348,0.38,18972,--------,-------,2835,8891,0,1590,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1470,0.51,0.333,111.6,54.99435176
CM10YC,1802,CM,10,Y,C,0,hm051819.281,5/18/19,83694,0,3071,4605,5036,1534,1965,0.333,0.39,112.6,0.29,0.41,479,0.34,2767,0.25,17850,--------,-------,1518,5544,0,3155,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3409.1,1,0.333,112.6,0
CM10YC,1802,CM,10,Y,C,0,hm051819.282,5/18/19,83732,5,3306,4566,4858,1260,1552,0.276,0.319,108,0.26,0.32,731,0.28,4686,0.39,16183,--------,-------,2569,7946,0,3412,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3418.3,1.1,0.333,112.6,5.730597449
CM10YC,1802,CM,10,Y,C,0,hm051819.283,5/18/19,83770,10,3241,4293,4512,1052,1271,0.245,0.282,103.4,0.21,0.34,856,0.29,6715,0.37,15988,--------,-------,3569,8130,0,3317,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3151.8,0.92,0.333,112.6,10.17388677
CM10YC,1802,CM,10,Y,C,0,hm051819.284,5/18/19,83808,15,2873,3676,3821,804,948,0.219,0.248,103.2,0.23,0.3,918,0.32,6842,0.38,15555,--------,-------,3953,8404,0,2934,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2717.2,0.84,0.333,112.6,13.64131349
CM10YC,1802,CM,10,Y,C,0,hm051819.285,5/18/19,83846,20,2688,3396,3516,709,829,0.209,0.236,107.9,0.24,0.24,820,0.3,4227,0.46,16359,--------,-------,2703,9006,0,2740,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2496.7,0.79,0.333,112.6,17.35789662
CM10YC,1802,CM,10,Y,C,0,hm051819.286,5/18/19,83883,31.8,2512,3087,3174,575,662,0.186,0.208,104.9,0.21,0.25,927,0.31,4527,0.44,15631,--------,-------,2931,8579,0,2553,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2282,0.71,0.333,112.6,24.56183898
CM10YC,1802,CM,10,Y,C,0,hm051819.287,5/18/19,83921,43.5,2276,2687,2752,412,477,0.153,0.173,107.7,0.31,0.24,906,0.42,6535,0.34,18689,--------,-------,4491,9261,0,2307,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2041.1,0.64,0.333,112.6,27.63767487
CM10YC,1802,CM,10,Y,C,0,hm051819.288,5/18/19,83959,55.3,2071,2437,2483,366,412,0.15,0.166,98.8,0.25,0.28,1059,0.29,5423,0.42,15500,--------,-------,3288,8469,0,2099,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1842.8,0.62,0.333,112.6,34.44587379
CM10YC,1802,CM,10,Y,C,0,hm051819.289,5/18/19,83997,67.1,1896,2181,2216,286,320,0.131,0.144,106.8,0.34,0.28,892,0.38,7043,0.34,15752,--------,-------,4469,8320,0,1910,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1697.9,0.59,0.333,112.6,36.50182944
CM10YC,1802,CM,10,Y,C,0,hm051819.290,5/18/19,84035,78.8,1886,2136,2168,250,282,0.117,0.13,103.2,0.32,0.25,861,0.39,5813,0.35,20772,--------,-------,3885,9853,0,1905,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1684.4,0.55,0.333,112.6,38.28537409
CM10YC,1802,CM,10,Y,C,0,hm051819.291,5/18/19,84073,90.6,1661,1877,1899,216,237,0.115,0.125,98.1,0.23,0.32,923,0.4,5566,0.28,20572,--------,-------,3488,8351,0,1675,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1490.7,0.56,0.333,112.6,43.26601074
CM10YC,1802,CM,10,Y,C,0,hm051819.292,5/18/19,84110,102.3,1788,1985,2008,197,220,0.099,0.109,109.3,0.39,0.35,1282,0.27,10387,0.38,13065,--------,-------,5298,8225,0,1799,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1609.8,0.52,0.333,112.6,42.05635636
CM10YC,1802,CM,10,Y,C,0,hm051819.293,5/18/19,84148,114.1,1735,1899,1913,164,179,0.086,0.093,101.6,0.43,0.25,1070,0.46,6608,0.29,23707,--------,-------,4676,10290,0,1742,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1585.2,0.52,0.333,112.6,40.74786995
CM10YC,1802,CM,10,Y,C,0,hm051819.294,5/18/19,84186,125.9,1560,1706,1718,146,158,0.086,0.092,103.1,0.4,0.31,1118,0.34,6023,0.35,19374,--------,-------,3686,9122,0,1575,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1421.2,0.51,0.333,112.6,44.96193537
CM10YC,1802,CM,10,Y,C,0,hm051819.295,5/18/19,84224,137.6,1536,1670,1679,134,143,0.08,0.085,103.7,0.43,0.34,1283,0.27,8704,0.39,17729,--------,-------,4532,9644,0,1540,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1401.7,0.5,0.333,112.6,45.71189617
CM10YC,1802,CM,10,Y,C,0,hm051819.296,5/18/19,84262,149.4,1448,1571,1580,122,132,0.078,0.083,107.4,0.39,0.38,1046,0.33,7071,0.29,27571,--------,-------,3829,10604,0,1459,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1337.2,0.52,0.333,112.6,48.39115811
CM10YC,1802,CM,10,Y,C,0,hm051819.297,5/18/19,84300,161.2,1409,1525,1532,117,123,0.077,0.08,88.1,0.3,0.49,1401,0.19,18716,0.32,22159,--------,-------,6167,11355,0,1421,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1298.5,0.51,0.333,112.6,51.54381723
CM10YC,1802,CM,10,Y,C,0,hm051819.298,5/18/19,84338,172.9,1456,1579,1582,123,126,0.078,0.08,82.5,0.23,0.51,1343,0.23,9592,0.26,21069,--------,-------,3898,8395,0,1466,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1356.6,0.55,0.333,112.6,56.00288646
CM10YC,1802,CM,10,Y,C,0,hm051819.299,5/18/19,84375,184.7,1418,1523,1533,105,115,0.069,0.075,104,0.34,0.35,843,0.42,6396,0.22,41479,--------,-------,3859,12311,0,1429,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1316.5,0.51,0.333,112.6,52.92206744
CM10YC,1802,CM,10,Y,C,0,hm051819.300,5/18/19,84413,196.5,1367,1467,1475,100,108,0.068,0.073,89.9,0.34,0.48,1159,0.25,12138,0.27,16773,--------,-------,4957,8106,0,1371,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1275,0.52,0.333,112.6,55.48713269
SM10NA,1802,SM,10,N,A,1,hm051919.001,5/19/19,67008,0,2979,5292,5664,2313,2685,0.437,0.474,136,0.42,0.34,171,0.53,1469,0.12,29373,--------,-------,962,4467,0,3114,0.04,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3011.1,1,0.437,136,0
SM10NA,1802,SM,10,N,A,1,hm051919.002,5/19/19,67046,5,2534,4411,4686,1876,2151,0.425,0.459,130.3,0.4,0.31,208,0.55,1662,0.14,24334,--------,-------,1136,4382,0,2634,0.04,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2516,0.99,0.437,136,8.12162746
SM10NA,1802,SM,10,N,A,1,hm051919.003,5/19/19,67084,10,2292,3829,4026,1537,1734,0.401,0.431,121.4,0.35,0.3,331,0.51,1982,0.19,21981,--------,-------,1374,5221,0,2382,0.04,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2211.3,0.95,0.437,136,15.32598876
SM10NA,1802,SM,10,N,A,1,hm051919.004,5/19/19,67121,15,2027,3286,3430,1259,1403,0.383,0.409,113.9,0.34,0.33,487,0.44,2313,0.23,20767,--------,-------,1535,5893,0,2094,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1898.1,0.91,0.437,136,21.95705871
SM10NA,1802,SM,10,N,A,1,hm051919.005,5/19/19,67159,20,1840,2889,2978,1048,1138,0.363,0.382,109.7,0.33,0.44,775,0.29,3195,0.27,19288,--------,-------,1729,6458,0,1905,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1678.8,0.87,0.437,136,27.74730135
SM10NA,1802,SM,10,N,A,1,hm051919.006,5/19/19,67197,31.8,1850,2749,2845,900,995,0.327,0.35,102.7,0.33,0.4,851,0.29,3614,0.31,19760,--------,-------,1997,7482,0,1914,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1612.3,0.79,0.437,136,39.74284956
SM10NA,1802,SM,10,N,A,1,hm051919.007,5/19/19,67235,43.5,1794,2544,2626,750,833,0.295,0.317,98.9,0.33,0.4,959,0.28,5042,0.32,18115,--------,-------,2642,7522,0,1836,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1512.4,0.73,0.437,136,49.045075
SM10NA,1802,SM,10,N,A,1,hm051919.008,5/19/19,67273,55.3,1711,2299,2356,587,645,0.256,0.274,102.2,0.38,0.34,1062,0.31,5672,0.35,17924,--------,-------,3251,8329,0,1751,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1391.1,0.65,0.437,136,54.10647324
SM10NA,1802,SM,10,N,A,1,hm051919.009,5/19/19,67311,67.1,1584,2070,2117,486,533,0.235,0.252,94.4,0.34,0.36,1151,0.28,6755,0.36,19970,--------,-------,3605,9435,0,1619,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1254.2,0.6,0.437,136,60.2662977
SM10NA,1802,SM,10,N,A,1,hm051919.010,5/19/19,67348,78.8,1561,1959,1987,398,426,0.203,0.214,96.2,0.34,0.34,1228,0.25,5884,0.41,17805,--------,-------,3229,9183,0,1588,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1230.7,0.55,0.437,136,61.13731835
SM10NA,1802,SM,10,N,A,1,hm051919.011,5/19/19,67386,90.6,1456,1775,1798,319,342,0.18,0.19,97.2,0.37,0.34,1214,0.24,7711,0.42,15663,--------,-------,3872,8801,0,1474,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1161.4,0.52,0.437,136,62.32823558
SM10NA,1802,SM,10,N,A,1,hm051919.012,5/19/19,67424,102.3,1379,1651,1672,272,293,0.165,0.175,103.5,0.39,0.31,1210,0.28,8149,0.41,18050,--------,-------,4476,10032,0,1398,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1095.4,0.49,0.437,136,64.51247563
SM10NA,1802,SM,10,N,A,1,hm051919.013,5/19/19,67462,114.1,1401,1665,1683,264,282,0.159,0.168,92,0.36,0.35,1340,0.25,7147,0.41,18816,--------,-------,3741,9871,0,1419,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1113.5,0.48,0.437,136,69.33729563
SM10NA,1802,SM,10,N,A,1,hm051919.014,5/19/19,67500,125.9,1303,1542,1556,239,253,0.155,0.162,90,0.32,0.28,939,0.39,5657,0.34,18889,--------,-------,3700,8810,0,1322,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1055.2,0.49,0.437,136,74.58329368
SM10NA,1802,SM,10,N,A,1,hm051919.015,5/19/19,67537,137.6,1313,1507,1516,194,203,0.129,0.134,104,0.45,0.27,1328,0.29,7057,0.44,18698,--------,-------,4275,10619,0,1327,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1061.9,0.44,0.437,136,67.84100521
SM10NA,1802,SM,10,N,A,1,hm051919.016,5/19/19,67575,149.4,1168,1320,1323,152,155,0.115,0.117,107,0.46,0.24,1331,0.28,7113,0.48,17538,--------,-------,4441,10750,0,1177,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,951.7,0.41,0.437,136,65.66479124
SM10NA,1802,SM,10,N,A,1,hm051919.017,5/19/19,67613,161.2,1167,1325,1332,158,165,0.119,0.124,93.5,0.35,0.35,1465,0.27,12698,0.38,13001,--------,-------,6344,8867,0,1175,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,948.5,0.42,0.437,136,73.31555541
SM10NA,1802,SM,10,N,A,1,hm051919.018,5/19/19,67651,172.9,1192,1328,1336,135,143,0.102,0.107,102.4,0.47,0.25,1209,0.25,7276,0.5,14661,--------,-------,4262,9417,0,1200,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,980.4,0.39,0.437,136,67.40301062
SM10NA,1802,SM,10,N,A,1,hm051919.019,5/19/19,67689,184.7,1147,1280,1282,133,134,0.104,0.105,95.6,0.38,0.25,1221,0.39,7005,0.36,25058,--------,-------,4740,12148,0,1160,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,959.4,0.41,0.437,136,73.41492591
SM10NA,1802,SM,10,N,A,1,hm051919.020,5/19/19,67726,196.5,1121,1228,1233,106,111,0.087,0.09,96.5,0.51,0.25,1589,0.35,12724,0.4,21944,--------,-------,8069,13557,0,1132,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,922.5,0.35,0.437,136,65.33801517
SM10NB,1802,SM,10,N,B,1,hm051919.021,5/19/19,67904,0,3801,6786,7357,2985,3556,0.44,0.483,136.1,0.41,0.34,173,0.52,1402,0.14,27372,--------,-------,914,4601,0,3982,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3941.8,1,0.44,136.1,0
SM10NB,1802,SM,10,N,B,1,hm051919.022,5/19/19,67942,5,3265,5721,6150,2456,2885,0.429,0.469,129,0.37,0.3,200,0.54,1558,0.16,24146,--------,-------,1071,4782,0,3428,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3315.3,1.02,0.44,136.1,8.14815729
SM10NB,1802,SM,10,N,B,1,hm051919.023,5/19/19,67980,10,2918,4854,5107,1936,2189,0.399,0.429,118.7,0.36,0.3,422,0.45,2054,0.24,19517,--------,-------,1399,5781,0,3029,0.04,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2823.4,0.95,0.44,136.1,15.15671216
SM10NB,1802,SM,10,N,B,1,hm051919.024,5/19/19,68017,15,2367,3860,4005,1493,1638,0.387,0.409,112,0.33,0.38,621,0.36,2561,0.26,19641,--------,-------,1566,6221,0,2462,0.04,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2226.5,0.91,0.44,136.1,22.05130679
SM10NB,1802,SM,10,N,B,1,hm051919.025,5/19/19,68055,20,2155,3433,3588,1278,1434,0.372,0.4,113.9,0.35,0.33,504,0.42,2330,0.25,19449,--------,-------,1524,5993,0,2232,0.03,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1991.4,0.89,0.44,136.1,28.26213997
SM10NB,1802,SM,10,N,B,1,hm051919.026,5/19/19,68093,31.8,2130,3178,3282,1048,1152,0.33,0.351,111.6,0.36,0.47,995,0.24,5419,0.29,18639,--------,-------,2487,7184,0,2188,0.03,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1859.6,0.79,0.44,136.1,39.86329259
SM10NB,1802,SM,10,N,B,1,hm051919.027,5/19/19,68131,43.5,2148,3067,3168,919,1019,0.3,0.322,105.8,0.35,0.43,984,0.26,5927,0.3,17078,--------,-------,2864,7185,0,2201,0.02,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1806.4,0.73,0.44,136.1,49.57270519
SM10NB,1802,SM,10,N,B,1,hm051919.028,5/19/19,68169,55.3,2101,2920,2992,819,891,0.281,0.298,96.3,0.29,0.42,1033,0.25,6407,0.33,17641,--------,-------,3026,7799,0,2152,0.02,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1702.2,0.67,0.44,136.1,59.02874619
SM10NB,1802,SM,10,N,B,1,hm051919.029,5/19/19,68206,67.1,2060,2744,2805,684,745,0.249,0.266,96.5,0.32,0.35,956,0.31,5370,0.34,18146,--------,-------,3057,8185,0,2106,0.02,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1639.6,0.62,0.44,136.1,63.46787748
SM10NB,1802,SM,10,N,B,1,hm051919.030,5/19/19,68244,78.8,1855,2449,2493,594,638,0.243,0.256,90.6,0.25,0.41,1052,0.29,6971,0.3,15893,--------,-------,3539,7260,0,1882,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1474.3,0.61,0.44,136.1,72.73854315
SM10NB,1802,SM,10,N,B,1,hm051919.031,5/19/19,68282,90.6,1727,2187,2213,460,487,0.21,0.22,100.7,0.36,0.39,1182,0.24,7933,0.37,15543,--------,-------,3759,8118,0,1748,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1369.6,0.56,0.44,136.1,72.27358536
SM10NB,1802,SM,10,N,B,1,hm051919.032,5/19/19,68320,102.3,1691,2112,2141,420,450,0.199,0.21,98.9,0.35,0.33,930,0.39,6975,0.28,16329,--------,-------,4219,7646,0,1711,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1337,0.54,0.44,136.1,77.3322805
SM10NB,1802,SM,10,N,B,1,hm051919.033,5/19/19,68358,114.1,1569,1908,1931,339,363,0.178,0.188,102.7,0.39,0.33,1017,0.38,7208,0.29,19963,--------,-------,4327,8868,0,1586,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1244,0.51,0.44,136.1,77.15032398
SM10NB,1802,SM,10,N,B,1,hm051919.034,5/19/19,68395,125.9,1604,1945,1957,341,353,0.175,0.18,89.2,0.26,0.31,858,0.39,5830,0.3,19897,--------,-------,3650,8517,0,1620,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1272.4,0.51,0.44,136.1,83.69430093
SM10NB,1802,SM,10,N,B,1,hm051919.035,5/19/19,68433,137.6,1622,1912,1919,290,297,0.152,0.155,95.3,0.37,0.31,1033,0.31,7441,0.38,17792,--------,-------,4259,9436,0,1641,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1288.3,0.46,0.44,136.1,79.45004166
SM10NB,1802,SM,10,N,B,1,hm051919.036,5/19/19,68471,149.4,1530,1788,1785,258,256,0.145,0.143,99.6,0.36,0.31,1271,0.31,6513,0.38,17670,--------,-------,3872,9073,0,1544,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1234.3,0.47,0.44,136.1,82.29069062
SM10NB,1802,SM,10,N,B,1,hm051919.037,5/19/19,68509,161.2,1434,1662,1659,228,225,0.137,0.136,106.1,0.36,0.39,1449,0.13,8345,0.47,16306,--------,-------,3182,9391,0,1450,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1149.5,0.44,0.44,136.1,83.89145215
SM10NB,1802,SM,10,N,B,1,hm051919.038,5/19/19,68547,172.9,1409,1622,1625,213,216,0.132,0.133,93.2,0.3,0.33,1006,0.33,6300,0.34,22194,--------,-------,3672,10023,0,1425,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1144.1,0.45,0.44,136.1,86.69639357
SM10NB,1802,SM,10,N,B,1,hm051919.039,5/19/19,68584,184.7,1449,1655,1651,206,201,0.124,0.122,101,0.32,0.39,1440,0.21,9040,0.41,19822,--------,-------,4100,10479,0,1468,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1177.2,0.43,0.44,136.1,87.00028754
SM10NB,1802,SM,10,N,B,1,hm051919.040,5/19/19,68622,196.5,1415,1584,1585,169,169,0.107,0.107,105.1,0.48,0.24,1179,0.43,8859,0.33,35134,--------,-------,6117,15741,0,1433,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1142.8,0.38,0.44,136.1,79.86903548
SM10NC,1802,SM,10,N,C,1,hm051919.041,5/19/19,68650,0,4668,8253,9081,3586,4414,0.434,0.486,140.1,0.42,0.34,176,0.53,1418,0.13,27322,--------,-------,928,4399,0,4888,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4906,1,0.434,140.1,0
SM10NC,1802,SM,10,N,C,1,hm051919.042,5/19/19,68688,5,4058,6957,7455,2899,3397,0.417,0.456,130.6,0.38,0.3,262,0.52,1673,0.18,21636,--------,-------,1162,4950,0,4223,0.04,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4129.3,1.03,0.434,140.1,8.265728265
SM10NC,1802,SM,10,N,C,1,hm051919.043,5/19/19,68726,10,2991,4942,5248,1951,2257,0.395,0.43,116.4,0.34,0.34,449,0.41,2254,0.25,19634,--------,-------,1431,5899,0,3099,0.03,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2917,0.96,0.434,140.1,15.65929335
