Expt,MCstrain,Prey,Light,Fed,Rep,ExptDay,MeanCells,CountVol,CF,CellCount,ChlExtr,ChlVol,ChlpmL,ChlpCell,lnCells,Mu,Timestamp,Fv.Fm,Fm,Pmax,Pmax.err,Pmax.p,a,a.err,a.p,Ek,P_I
,Ctrl,RS,100,NA,B,0,120.67,20.0,1.00,6033.33,16.6948,4,20.87,3.459,8.705,,62328,0.445,15706,167.7177256,1.595834678,1.48E-26,1.538727754,0.018439973,9.35E-25,108.9976607,121.5432351
,Ctrl,RS,100,NA,B,1,263.50,20.0,1.00,13175.00,36.4464,4,45.56,3.458,9.486,0.781,57820,0.44,35474,152.4291061,1.514871726,3.24E-26,1.50536367,0.021087028,1.54E-23,101.2573301,115.2866671
,Ctrl,RS,100,NA,B,2,64.25,2.0,1.00,32125.00,86.4016,4,108.00,3.362,10.377,0.836,61822,0.436,88967,173.2020137,3.201834838,2.22E-21,1.440767625,0.028658473,8.23E-21,120.2150927,118.0309366
,Ctrl,RS,100,NA,B,4,38.33,0.3,0.60,77192.73,123.1712,4,153.96,1.995,11.254,0.636,71336,0.429,164890,99.02465452,2.109718074,2.81E-20,1.160958815,0.044331901,8.78E-16,85.2955792,81.69910492
,Ctrl,RS,100,NA,B,6,32.33,0.3,0.60,65110.39,96.4114,4,120.51,1.851,11.084,0.405,58283,0.336,7626,67.78206049,1.212798514,1.24E-21,1.378029782,0.077072831,6.60E-13,49.18766007,65.49701759
,Ctrl,RS,100,NA,B,8,44.67,0.3,0.60,89946.31,87.5138,4,109.39,1.216,11.407,0.314,47566,0.322,9619,25.00837952,0.611164668,3.25E-19,2.059137544,0.280803315,8.27E-07,12.14507481,25.008376
,Ctrl,RS,100,NA,B,10,48.00,0.3,0.60,96658.72,80.0634,4,100.08,1.035,11.479,0.251,51233,0.319,9336,-42.75012647,0.353364633,1.18E-27,1.899305944,0.070430709,5.25E-16,-22.50828868,42.73829787
,Ctrl,RS,100,NA,B,12,54.17,0.3,0.60,109076.68,86.7768,4,108.47,0.994,11.600,0.209,64064,0.321,10103,-46.49163949,0.592137312,2.79E-24,1.945539287,0.109265532,7.09E-13,-23.8965308,46.47008622
,Ctrl,RS,100,NA,B,14,,,,,,,,,,,,,,,,,,,,,
,Ctrl,RS,100,NA,C,0,125.67,20.0,1.00,6283.33,17.1906,4,21.49,3.420,8.746,,62984,0.451,15298,166.5806242,1.543320519,9.18E-27,1.514990911,0.017437307,4.53E-25,109.954867,120.0837944
,Ctrl,RS,100,NA,C,1,240.00,20.0,1.00,12000.00,35.7094,4,44.64,3.720,9.393,0.647,58414,0.437,37196,175.3874883,2.033059897,5.15E-25,1.565812564,0.021898743,1.50E-23,112.0105256,125.0093243
,Ctrl,RS,100,NA,C,2,77.33,2.0,1.00,38666.67,87.1654,4,108.96,2.818,10.563,0.909,62482,0.419,88168,203.0671935,2.652497408,4.39E-24,1.596255388,0.020410058,2.99E-24,127.2147271,133.2482993
,Ctrl,RS,100,NA,C,4,49.83,0.3,0.60,100350.54,118.6152,4,148.27,1.478,11.516,0.709,72319,0.418,150315,79.91471437,1.724248298,3.52E-20,1.035834813,0.045415491,9.86E-15,77.1500565,68.78541657
,Ctrl,RS,100,NA,C,6,42.67,0.3,0.60,85918.86,94.6828,4,118.35,1.378,11.361,0.459,58759,0.323,8229,70.34571328,1.286974102,1.84E-21,1.387301762,0.07754246,6.53E-13,50.70685789,67.67285461
